item1,item2,value1,value2,value3,value4,value5,value6,value7
104年 5月,新竹縣,54.5,12.7,38.6,2.61,0.31,11.62,50.26
104年 5月,宜蘭縣,39.5,14.9,30.3,2.18,0.33,9,50.96
104年 5月,高雄市,40.3,12.4,35.7,3.84,0.28,10.84,40.98
104年 5月,臺南市,43.2,13.5,37.2,2.49,0.29,9.48,44.37
104年 5月,臺中市,57.3,14.9,37.1,2.83,0.37,14.06,49.89
104年 5月,桃園市,50.3,18,43.5,4.04,0.4,16.19,49.36
104年 5月,臺北市,42,15.7,38,3.51,0.63,23.47,53.84
104年 5月,新北市,42.8,20.1,39.2,3.71,0.5,18.8,53.94
104年 5月,總計,45,15.3,37.5,3.05,0.36,13,49.01
104年 4月,連江縣,    ...,32,51,2.82,0.28,6.86,67.58
104年 4月,金門縣,25.7,32.1,58.4,4.51,0.31,11.61,59.14
104年 4月,嘉義市,61.6,26.8,57.3,2.88,0.38,12,66.86
104年 4月,新竹市,99.6,25,40.2,2.83,0.44,15.84,57.75
104年 4月,基隆市,65.1,20.4,32.7,2.51,0.39,11.95,61.36
104年 4月,澎湖縣,40,18.7,34.9,1.98,0.23,3.8,51.86
104年 4月,花蓮縣,35.6,12.8,29.4,1.66,0.33,7.55,48.18
104年 4月,臺東縣,55.4,9.4,22.3,1.26,0.35,5.5,43.16
104年 4月,屏東縣,62.7,15.9,47,2.43,0.29,8.71,64.44
104年 4月,嘉義縣,52.1,24.7,62.3,2.68,0.32,9.99,54.01
104年 4月,雲林縣,72.5,29.1,54.3,3.2,0.34,12.5,59.58
104年 4月,南投縣,50.6,25.9,57.3,2.6,0.38,13.67,72.08
104年 4月,彰化縣,80.4,24.9,47.6,3.7,0.34,11.85,59.02
104年 4月,苗栗縣,50.7,23,53.9,2.81,0.33,11.79,61.86
104年 4月,新竹縣,103.5,21.8,43.3,2.68,0.32,11.59,61.41
104年 4月,宜蘭縣,33,15.8,35.7,2,0.32,8.08,54.54
104年 4月,高雄市,82.5,22,57.7,4.67,0.38,15.18,61.73
104年 4月,臺南市,55.2,22.9,54.1,3.11,0.36,12.53,61.6
104年 4月,臺中市,40.4,23.6,45.4,3.03,0.38,14.47,64.75
104年 4月,桃園市,37.7,26.1,50.6,3.93,0.42,17.04,60.3
104年 4月,臺北市,31.8,20.1,45.8,3.28,0.57,22.97,63.26
104年 4月,新北市,35.6,24.6,45.3,3.48,0.48,17.99,62.55
104年 4月,總計,53.9,22.4,48.7,3.26,0.39,14.15,61.31
104年 3月,連江縣,    ...,30.2,43.5,2.57,0.33,6.5,58.39
104年 3月,金門縣,47.9,28.7,61.9,4.07,0.38,12.29,53.26
104年 3月,嘉義市,89.8,39.5,75.1,3.42,0.55,17.72,63.14
104年 3月,新竹市,96.9,21,45.8,2.75,0.52,19.11,51.95
104年 3月,基隆市,30.7,19.7,29.6,2.52,0.43,12.43,52.91
104年 3月,澎湖縣,72,17.6,39.4,1.54,0.28,3.58,54.17
104年 3月,花蓮縣,26.7,12.3,26.5,1.54,0.36,9.15,45.51
104年 3月,臺東縣,56,8.8,20.9,1.29,0.39,5.74,44.05
104年 3月,屏東縣,93.6,27.3,62.3,2.62,0.39,10.88,69.27
104年 3月,嘉義縣,57.8,31.7,76.2,3.53,0.42,13.12,59.08
104年 3月,雲林縣,88.3,39.5,67.1,3.7,0.46,16.61,58.52
104年 3月,南投縣,94.5,38,77.4,2.68,0.52,18.85,63.39
104年 3月,彰化縣,70,32.1,58.4,4.06,0.47,15.73,57.27
104年 3月,苗栗縣,50.5,24.1,46.7,2.52,0.41,14.54,52.36
104年 3月,新竹縣,123.8,21.3,45.3,2.56,0.4,13.73,53.54
104年 3月,宜蘭縣,72.6,16.5,35.8,1.94,0.35,8.92,50.39
104年 3月,高雄市,88.7,39.4,77.9,4.69,0.53,20.41,66.27
104年 3月,臺南市,87.8,35.5,69.4,3.47,0.49,16.71,62.1
104年 3月,臺中市,45.3,28.4,56.2,2.85,0.51,18.98,56.83
104年 3月,桃園市,37.1,25.5,49.7,3.54,0.49,19.21,52.79
104年 3月,臺北市,30.6,18.5,45.2,3.22,0.63,24.39,54.08
104年 3月,新北市,32.8,23,44.3,3.2,0.53,18.66,55
104年 3月,總計,62,26.4,55.8,3.24,0.49,16.9,57.66
104年 2月,連江縣,    ...,43.3,59.1,2.78,0.44,6.96,55.96
104年 2月,金門縣,42.8,42.8,79.3,3.78,0.46,12.09,54.27
104年 2月,嘉義市,94.1,55,91.1,3.46,0.62,19.08,59.22
104年 2月,新竹市,83.5,37.6,53.5,2.3,0.52,18.59,50.63
104年 2月,基隆市,62.8,28.2,35.6,2.52,0.44,12.51,50.2
104年 2月,澎湖縣,56,30.8,52.1,1.82,0.31,4,55.18
104年 2月,花蓮縣,27,21.8,36.8,1.78,0.41,10.1,49.72
104年 2月,臺東縣,49.9,16.1,29.2,1.48,0.43,6.92,46.84
104年 2月,屏東縣,140.3,33.6,74.4,2.63,0.44,11.3,76.49
104年 2月,嘉義縣,60.4,48.7,88.4,3.25,0.44,12.27,61.4
104年 2月,雲林縣,65.3,56,79.3,3.55,0.48,16.29,57.58
104年 2月,南投縣,103.6,46.9,83.6,2.48,0.55,17.94,66.88
104年 2月,彰化縣,66.9,44.7,64.6,3.83,0.49,15.33,55.5
104年 2月,苗栗縣,63.8,38.5,51.8,2.69,0.44,14.21,53.31
104年 2月,新竹縣,43.5,33.9,52.8,2.63,0.43,13.98,52.87
104年 2月,宜蘭縣,54,27,43.3,2.17,0.37,8.68,50.7
104年 2月,高雄市,87,47.6,89.4,4.38,0.58,21.3,72.64
104年 2月,臺南市,115.9,51.7,83,3.08,0.5,16.14,65.34
104年 2月,臺中市,56.5,42.2,60.8,2.74,0.52,18.19,57.7
104年 2月,桃園市,80.6,36.9,56.1,3.45,0.49,17.83,49.99
104年 2月,臺北市,43.7,25.6,52.3,2.76,0.61,22.46,46.35
104年 2月,新北市,71.2,31.9,48.9,2.95,0.52,16.99,48.98
104年 2月,總計,71.4,37.9,64.4,3.07,0.5,16.4,57.52
104年 1月,連江縣,    ...,47.3,75.2,4.19,0.46,9.85,54.93
104年 1月,金門縣,189.7,62.8,112,7.6,0.53,18.69,56.99
104年 1月,嘉義市,135.8,54.4,90.7,4.02,0.62,21.32,62.92
104年 1月,新竹市,54.7,25.9,55,2.15,0.5,17.59,49.23
104年 1月,基隆市,38.1,21.6,38.3,2.22,0.46,11.27,50.19
104年 1月,澎湖縣,71,28,55.8,1.86,0.31,4.27,56.14
104年 1月,花蓮縣,80.9,18.1,39.8,1.99,0.42,11.03,46.74
104年 1月,臺東縣,55.5,15.1,31.2,1.49,0.41,6.67,45.24
104年 1月,屏東縣,160.1,33.6,74.8,2.81,0.45,13.09,69.09
104年 1月,嘉義縣,92.4,48.8,96.4,3.6,0.46,14.31,61.55
104年 1月,雲林縣,107.4,52.1,79.5,3.82,0.5,18.2,58.79
104年 1月,南投縣,83.4,43.7,83.5,2.9,0.56,20.06,67.78
104年 1月,彰化縣,68.8,38.9,68.7,3.8,0.5,17.01,53.23
104年 1月,苗栗縣,56.8,29.1,52.8,3.15,0.43,14.7,52.22
104年 1月,新竹縣,98.3,22.3,52.4,3.02,0.43,13.84,51.4
104年 1月,宜蘭縣,52.5,21.7,49.9,2.5,0.38,10.13,48.16
104年 1月,高雄市,132.1,48.8,94.5,4.95,0.6,24.49,68.59
104年 1月,臺南市,127.4,52.4,88.1,3.53,0.53,18.53,65.18
104年 1月,臺中市,51.1,34.1,62.6,2.91,0.53,19.49,55.12
104年 1月,桃園市,80.6,25.9,59.4,3.59,0.48,17.59,47.87
104年 1月,臺北市,46.7,18.8,54.1,2.88,0.62,22.72,43.33
104年 1月,新北市,100.1,24.4,52.2,2.94,0.53,16.77,46.71
104年 1月,總計,90.1,34,68.1,3.38,0.51,17.65,55.49
104年,連江縣,    ...,24.2,44.4,2.8,0.28,5.84,58.15
104年,金門縣,43.4,28.9,57.4,4.22,0.32,10.18,56.91
104年,嘉義市,65.9,30.5,59.7,3.07,0.43,13.24,63.25
104年,新竹市,63.5,20.5,38.7,2.63,0.43,15.21,52.08
104年,基隆市,45.3,17.8,30.3,2.52,0.36,10.83,53.48
104年,澎湖縣,43.8,17,33,2.04,0.24,3.96,48.49
104年,花蓮縣,32.8,12.5,28.5,1.78,0.31,7.84,43.76
104年,臺東縣,39.4,10.4,23.9,1.35,0.34,5.49,39.31
104年,屏東縣,65.7,19.7,47.5,2.31,0.31,8.36,62.18
104年,嘉義縣,44.6,27.1,63.7,2.94,0.34,10.32,57.3
104年,雲林縣,61.3,32.3,54.6,3.17,0.36,12.52,56.87
104年,南投縣,60.1,27.8,58.4,2.52,0.41,13.94,66.69
104年,彰化縣,64.6,26.4,50,3.7,0.37,12.17,55.14
104年,苗栗縣,48.3,21.7,44.1,2.71,0.35,11.72,55.72
104年,新竹縣,58.9,18.7,41,2.7,0.33,10.94,55.26
104年,宜蘭縣,46.3,15.2,34.8,2.29,0.31,8.27,47.6
104年,高雄市,63.2,27.3,59.6,4.38,0.41,15.71,61.75
104年,臺南市,64.5,27.9,55.9,3.06,0.38,12.71,60.68
104年,臺中市,51.3,24.5,46.5,2.9,0.43,15.41,57.99
104年,桃園市,54.9,21.3,45.1,3.65,0.4,15.36,51.75
104年,臺北市,38.4,16.3,40,3.06,0.54,20.41,52.4
104年,新北市,46.8,20.3,40.1,3.21,0.45,15.85,53.45
104年,總計,52.7,22,47.1,3.13,0.4,13.62,56.13
103年 12月,連江縣,    ...,31.5,66.4,4.8,0.4,7.94,51.33
103年 12月,金門縣,129,43.6,98.8,7.49,0.48,14.35,52.19
103年 12月,嘉義市,167.1,47.7,88.9,3.89,0.65,22.52,50.41
103年 12月,新竹市,104.1,28.1,56.8,2.33,0.48,17.73,42.51
103年 12月,基隆市,60.5,26.2,40.8,2.74,0.48,12.83,46.81
103年 12月,澎湖縣,71.5,24.2,54.2,2.1,0.3,3.81,51.44
103年 12月,花蓮縣,48.8,18.7,35.7,2.04,0.43,11.84,41.57
103年 12月,臺東縣,29.9,14.5,30.1,1.46,0.39,6.45,40.09
103年 12月,屏東縣,96.2,29.9,71.6,2.78,0.47,14.11,58.59
103年 12月,嘉義縣,92.5,38.6,92.3,3.95,0.45,15.44,49.87
103年 12月,雲林縣,76.6,43.1,80.8,3.88,0.49,18.52,48.32
103年 12月,南投縣,79.2,38,76.3,2.81,0.58,20.68,50.67
103年 12月,彰化縣,65.4,31.9,62.2,3.89,0.49,17.25,45.68
103年 12月,苗栗縣,61.5,27,48.7,3.12,0.42,13.78,44.73
103年 12月,新竹縣,82.5,23.5,52.6,2.87,0.39,12.62,46.39
103年 12月,宜蘭縣,30.7,22.5,49.8,2.43,0.38,10.28,44.76
103年 12月,高雄市,128.5,47.6,96.6,5.36,0.63,25.56,58.04
103年 12月,臺南市,114.1,43.1,85.9,3.82,0.53,20.03,53.84
103年 12月,臺中市,68.4,27.1,54.8,2.92,0.51,18.47,45.55
103年 12月,桃園市,104.1,27.2,60.4,3.79,0.46,17.25,43.85
103年 12月,臺北市,63.7,23.5,55.4,3.27,0.59,22.72,40.04
103年 12月,新北市,83.8,27.1,55.2,3.32,0.48,16.75,43.04
103年 12月,總計,87.5,31.1,67,3.59,0.5,17.78,48.06
103年 11月,連江縣,    ...,29.1,52.3,3.39,0.35,6.06,59.64
103年 11月,金門縣,148,39.7,80.5,6.12,0.44,11.92,63.81
103年 11月,嘉義市,90.6,49.2,86.6,3.78,0.58,19.45,76.62
103年 11月,新竹市,49.5,22.7,45.8,1.82,0.43,16.16,55.21
103年 11月,基隆市,39.2,16.8,27.4,1.87,0.59,13.19,50.33
103年 11月,澎湖縣,69.1,18,42.6,1.24,0.25,2.22,55.09
103年 11月,花蓮縣,46.5,10.9,24.6,1.74,0.33,8.44,48.52
103年 11月,臺東縣,31,9.7,24.5,1.24,0.33,5.05,42.77
103年 11月,屏東縣,105.8,26.1,61.4,2.78,0.38,10.2,79.83
103年 11月,嘉義縣,101.5,37.7,90.6,3.41,0.41,13.05,69.75
103年 11月,雲林縣,99,51.9,80.2,3.66,0.46,15.95,70.33
103年 11月,南投縣,90,42.8,83.2,2.83,0.52,18.29,82.67
103年 11月,彰化縣,66.9,35.1,62.4,3.96,0.47,16.09,62
103年 11月,苗栗縣,55.3,25.9,44.4,2.73,0.38,12.67,59.51
103年 11月,新竹縣,55.6,17.8,45,2.66,0.34,11.76,56.27
103年 11月,宜蘭縣,57.9,13.9,36,1.85,0.31,8.45,46.73
103年 11月,高雄市,107.7,38.4,83.8,5.18,0.54,20.6,86.29
103年 11月,臺南市,125,42.7,82.5,3.85,0.48,16.61,77.6
103年 11月,臺中市,61.6,31.1,63.2,2.79,0.5,18.44,66.43
103年 11月,桃園市,56.1,22.6,48.9,3.49,0.41,16.25,52.96
103年 11月,臺北市,35.8,15.3,39.7,2.66,0.52,20.79,48.23
103年 11月,新北市,58.2,19.2,41,2.72,0.44,15.8,51.52
103年 11月,總計,75.2,27.7,58.9,3.24,0.45,15.67,63.93
103年 10月,連江縣,    ...,23.3,59.5,2.95,0.27,4.33,75.47
103年 10月,金門縣,93.7,29,81.9,5.25,0.35,9.27,80.2
103年 10月,嘉義市,118.3,37.5,85.5,3.94,0.51,17.18,92.6
103年 10月,新竹市,69.1,23.4,52.4,1.96,0.41,14.97,67.12
103年 10月,基隆市,59.4,17.7,38.2,1.8,0.31,7.69,58.72
103年 10月,澎湖縣,58,19.5,56.2,1.54,0.22,1.99,67.59
103年 10月,花蓮縣,120.6,15.7,39.3,1.75,0.3,7.77,55.8
103年 10月,臺東縣,31.9,16,42.5,1.19,0.31,4.39,50.08
103年 10月,屏東縣,98.2,25.7,64.2,2.82,0.34,8.22,91.72
103年 10月,嘉義縣,79.5,30.6,93.7,3.27,0.35,10.55,86.87
103年 10月,雲林縣,93.9,34.8,78.8,3.72,0.4,12.61,86.75
103年 10月,南投縣,83.5,30.9,76.7,2.71,0.45,15.49,98.16
103年 10月,彰化縣,65.9,26.9,66.5,3.85,0.41,13.78,77.42
103年 10月,苗栗縣,54,24.8,50,2.84,0.34,11.4,71.96
103年 10月,新竹縣,45.9,21.4,54.2,2.69,0.32,10.65,71.3
103年 10月,宜蘭縣,43.4,16.7,48.4,1.86,0.3,8.62,51.72
103年 10月,高雄市,118.9,33.8,79.6,5.26,0.47,16.55,97.2
103年 10月,臺南市,116.5,32.7,83.9,3.88,0.41,14.61,92.7
103年 10月,臺中市,54.2,25.1,61,2.91,0.42,15.82,79.1
103年 10月,桃園市,52.5,21.2,52.8,3.39,0.38,14.91,63.87
103年 10月,臺北市,50.4,17,48.4,2.53,0.46,18.56,55.79
103年 10月,新北市,47,19.8,51.4,2.62,0.39,13.65,59.18
103年 10月,總計,74.9,24.6,63,3.21,0.39,13.39,75.37
103年 9月,連江縣,    ...,18.8,42.3,2.6,0.22,4.2,69.57
103年 9月,金門縣,38.5,22.1,44.1,4.28,0.24,7.48,62.94
103年 9月,嘉義市,32.4,21,44,2.98,0.33,9.92,69.16
103年 9月,新竹市,48.9,17.2,32.3,2.12,0.37,13.86,62.11
103年 9月,基隆市,31.2,14.8,22.8,2.24,0.3,9.4,53.36
103年 9月,澎湖縣,46.5,11,21.5,1.57,0.16,2.13,46.73
103年 9月,花蓮縣,37.5,9.6,24,1.7,0.23,5.53,35.36
103年 9月,臺東縣,26,8.1,19.3,1.19,0.27,3.48,30.33
103年 9月,屏東縣,47.5,14,36.4,2.23,0.24,6.09,64.99
103年 9月,嘉義縣,30.8,19.8,51.3,3.02,0.26,8.84,65.1
103年 9月,雲林縣,30.4,23.9,43.8,3.23,0.28,8.38,68.82
103年 9月,南投縣,55.4,24.2,48.4,2.52,0.31,9.38,79.3
103年 9月,彰化縣,44.4,22.8,46.2,4.07,0.3,9.73,61.63
103年 9月,苗栗縣,37.7,20.7,37.7,2.81,0.29,10.63,67.52
103年 9月,新竹縣,45.2,18.3,39,3.04,0.28,10.93,66.67
103年 9月,宜蘭縣,34.4,11.1,33.4,2.09,0.24,7.19,41.15
103年 9月,高雄市,59.8,18.4,41.9,4.34,0.31,11.15,66.29
103年 9月,臺南市,33.2,19.2,42.9,3.14,0.29,8.78,68.06
103年 9月,臺中市,60.6,23.6,46.5,3.57,0.36,13.07,70.28
103年 9月,桃園市,52.2,18,39.7,3.89,0.33,14.5,60.35
103年 9月,臺北市,41.1,15.2,36.5,3.62,0.45,17.58,56.18
103年 9月,新北市,51.5,17.4,34.3,3.72,0.36,13.97,58.94
103年 9月,總計,45.1,17.8,39.1,3.32,0.32,11.09,62.19
103年 8月,連江縣,    ...,16.1,40.2,2.99,0.2,4.89,63.35
103年 8月,金門縣,19.2,19.9,41.4,4.68,0.18,8.81,63.88
103年 8月,嘉義市,34.1,8.8,29.2,2.46,0.23,7.23,55.8
103年 8月,新竹市,57,14.8,26.4,2.55,0.33,11.58,53.29
103年 8月,基隆市,46.6,13.3,24.3,2.98,0.32,11.54,57.55
103年 8月,澎湖縣,54.4,9,17.3,3.11,0.16,4.14,38.81
103年 8月,花蓮縣,49.9,9.6,23.2,1.81,0.21,4.96,29.91
103年 8月,臺東縣,20,6.9,17.7,1.26,0.26,3.87,27.9
103年 8月,屏東縣,50.9,8.4,26.3,2.28,0.19,5.44,46.9
103年 8月,嘉義縣,28.4,8.4,33.3,2.53,0.21,6.94,47.18
103年 8月,雲林縣,34,12.2,28.5,2.31,0.2,6.37,52.58
103年 8月,南投縣,26.2,14.1,32.1,2.14,0.22,6.78,61.76
103年 8月,彰化縣,32.5,13.2,29.8,2.81,0.19,6.36,48.21
103年 8月,苗栗縣,25.9,13.9,26.5,2.28,0.22,7.84,56.31
103年 8月,新竹縣,33.5,14.9,28.1,2.81,0.22,8.61,60.31
103年 8月,宜蘭縣,49,11.7,36,2.29,0.24,7.43,42.54
103年 8月,高雄市,36,10.2,28.9,4.07,0.26,10,47.85
103年 8月,臺南市,35.8,10.1,28.8,2.88,0.24,7.73,47.19
103年 8月,臺中市,31.8,13.9,31.5,3.06,0.28,10.12,56.23
103年 8月,桃園市,43,18.1,39.2,4.18,0.31,13.98,64.75
103年 8月,臺北市,42.6,15.3,38.9,3.22,0.51,19.62,69.17
103年 8月,新北市,48.1,17.1,35.7,3.94,0.38,15.56,70.34
103年 8月,總計,38.6,12.8,31.7,3.19,0.29,10.49,55.99
103年 7月,連江縣,    ...,13,33.5,2.25,0.13,3.86,42.75
103年 7月,金門縣,31,16,39,4.29,0.16,7.72,54
103年 7月,嘉義市,39.7,15.8,37.3,2.82,0.24,7.82,58.82
103年 7月,新竹市,52.6,13.3,26.2,2.18,0.31,11.02,49.53
103年 7月,基隆市,55,11.8,22.6,2.67,0.26,8.77,49.08
103年 7月,澎湖縣,46.5,9.5,19.2,2.29,0.15,3.88,39.05
103年 7月,花蓮縣,37.2,8.7,25.7,1.75,0.27,6.07,25.78
103年 7月,臺東縣,21,7.2,21.9,1.21,0.24,3.33,28.15
103年 7月,屏東縣,82.2,11.1,32.7,2.23,0.19,5.76,55.77
103年 7月,嘉義縣,24.5,12.2,41.7,2.75,0.2,6.99,51.31
103年 7月,雲林縣,41.1,18.7,39.7,2.83,0.21,6.88,55.09
103年 7月,南投縣,47.8,19.3,39.7,2.43,0.24,7.65,67.37
103年 7月,彰化縣,63.9,16.7,39.2,3.57,0.22,7.63,53.03
103年 7月,苗栗縣,30.2,15.1,32.9,2.73,0.23,8.65,57.09
103年 7月,新竹縣,45.3,14.4,28,2.9,0.21,8.27,56.9
103年 7月,宜蘭縣,45.2,9.9,31.5,2.18,0.21,6.38,36.77
103年 7月,高雄市,39.9,12.8,36.3,3.95,0.24,9.77,51.95
103年 7月,臺南市,40.9,12,34.9,2.89,0.22,7.56,51.22
103年 7月,臺中市,73.9,17.5,37,3.19,0.27,10.09,60.94
103年 7月,桃園市,37.5,15.8,38.6,4.42,0.3,13.11,59.37
103年 7月,臺北市,37.4,10.9,33.5,2.69,0.44,15.53,53.47
103年 7月,新北市,33,13.6,30.2,3.47,0.32,12.39,56.82
103年 7月,總計,41.9,13.3,34,3.11,0.26,9.58,53.52
103年 6月,連江縣,    ...,14.5,35.3,2.56,0.2,4.53,58.06
103年 6月,金門縣,37.5,22.3,42.3,3.52,0.21,7.01,55.94
103年 6月,嘉義市,44.3,13.3,33.4,2.65,0.27,7.96,50.91
103年 6月,新竹市,53.5,14.9,26.4,1.71,0.34,11.92,43.15
103年 6月,基隆市,54.2,17.8,26.9,2.93,0.34,11.73,53.05
103年 6月,澎湖縣,42.5,11.4,20.7,1.98,0.2,4.43,37.78
103年 6月,花蓮縣,36.7,13.5,28.8,1.81,0.35,8.27,35.82
103年 6月,臺東縣,23,10.2,22.2,1.32,0.32,4.45,36
103年 6月,屏東縣,67.1,10.8,32.2,2.08,0.2,5.7,47.51
103年 6月,嘉義縣,29.8,12,44,2.45,0.23,7.54,44.82
103年 6月,雲林縣,42.4,17.1,39.1,2.72,0.23,7.65,49.83
103年 6月,南投縣,31.7,14.8,35.6,2.03,0.26,8.27,57.53
103年 6月,彰化縣,39.7,15.6,34.2,2.94,0.25,7.6,47.15
103年 6月,苗栗縣,45.5,14.8,29.1,2.48,0.24,9.02,50.31
103年 6月,新竹縣,34.3,14,29.4,2.41,0.23,8.46,48.42
103年 6月,宜蘭縣,36.1,14.6,35.2,2.25,0.29,7.78,45.89
103年 6月,高雄市,52.1,12.2,36.2,5.08,0.28,11.06,43.8
103年 6月,臺南市,44.1,11.9,38.5,3.16,0.27,9.11,46.19
103年 6月,臺中市,38,15.6,36.2,2.84,0.32,11.12,52.63
103年 6月,桃園市,42.4,19.8,43.2,3.99,0.34,14.59,48.95
103年 6月,臺北市,43,17.7,39.6,3.04,0.59,21.83,51.05
103年 6月,新北市,42.3,20.5,34.1,3.36,0.44,16.34,53.16
103年 6月,總計,43,15,35.5,3.14,0.33,11.42,48.82
103年 5月,連江縣,    ...,29.4,53.5,2.95,0.36,7.68,73.49
103年 5月,金門縣,86.4,37.1,70.1,5.33,0.42,12.56,59.66
103年 5月,嘉義市,40,16.2,40.6,2.76,0.38,11.25,46.34
103年 5月,新竹市,68,19.6,37.4,3.03,0.49,16.52,53.84
103年 5月,基隆市,50.6,16.1,28.3,2.78,0.47,14.72,56.74
103年 5月,澎湖縣,74.3,14,28.7,3.2,0.27,5.68,52.59
103年 5月,花蓮縣,37.9,12.1,27.8,1.69,0.46,11.61,44.97
103年 5月,臺東縣,27.7,10.4,23.6,1.33,0.37,5.35,45.29
103年 5月,屏東縣,62.2,11.7,38.2,2.46,0.27,7.82,62.02
103年 5月,嘉義縣,34,16.6,49.7,2.57,0.32,9.68,48.94
103年 5月,雲林縣,48.1,19,40,2.57,0.32,10.32,48.13
103年 5月,南投縣,34,13.5,38.9,2.01,0.34,11.41,52.22
103年 5月,彰化縣,44.5,16.5,41.2,3.21,0.35,10.99,49.1
103年 5月,苗栗縣,50.1,15.2,33.3,2.42,0.32,10.81,52.83
103年 5月,新竹縣,47.5,14.8,38.1,2.76,0.35,11.61,56.3
103年 5月,宜蘭縣,41.6,12.6,35.9,2.3,0.37,10.23,53.51
103年 5月,高雄市,59.3,14,43.3,4.87,0.36,14.28,53.21
103年 5月,臺南市,53.7,16.6,47.6,3.43,0.36,12.43,49.35
103年 5月,臺中市,48.3,13.2,35.9,2.82,0.42,15.03,49.57
103年 5月,桃園市,53.6,18.7,46.9,4.78,0.48,18.8,54.83
103年 5月,臺北市,41.7,13.5,39.4,2.68,0.71,24.85,56.24
103年 5月,新北市,44.5,17.1,38.2,3.5,0.57,19.73,57.98
103年 5月,總計,49,16.1,40.4,3.28,0.43,14.58,53.91
103年 4月,連江縣,    ...,24,49.3,2.88,0.34,7.4,67.6
103年 4月,金門縣,67.3,38.8,75.2,5.88,0.42,12.56,63.96
103年 4月,嘉義市,107.1,41.8,75.8,4.2,0.52,15.57,69
103年 4月,新竹市,78,29.1,50.4,3.43,0.48,17.73,62.78
103年 4月,基隆市,60.3,20.7,32.9,2.37,0.42,12.38,62.52
103年 4月,澎湖縣,53.4,19,41.9,1.7,0.29,3.85,63.2
103年 4月,花蓮縣,43.2,18,34,1.59,0.47,11.85,50.53
103年 4月,臺東縣,22,12.3,26.6,1.36,0.4,5.63,51.91
103年 4月,屏東縣,105.3,23.1,56.4,2.8,0.35,8.22,74.78
103年 4月,嘉義縣,72.2,36.7,82.5,3.56,0.42,11.36,70.36
103年 4月,雲林縣,93.4,44.5,69.5,4.01,0.43,13.4,68.84
103年 4月,南投縣,70,36.7,77.8,3.17,0.48,16.98,77.25
103年 4月,彰化縣,65.6,34.3,66.5,4.57,0.45,14.86,67.18
103年 4月,苗栗縣,52.2,29,54.2,2.71,0.41,13.74,64.02
103年 4月,新竹縣,63.9,26.1,47.7,2.94,0.39,13.21,64.53
103年 4月,宜蘭縣,40.3,18.5,42,2.11,0.38,10.14,55.66
103年 4月,高雄市,88.7,34.3,71.7,5.25,0.46,16.33,78.39
103年 4月,臺南市,99.9,36.5,82.7,4.17,0.45,14.29,73.44
103年 4月,臺中市,69.2,32.2,63.5,3.54,0.47,17.52,68.82
103年 4月,桃園市,61.1,28.8,58.6,4.64,0.47,18.8,62.02
103年 4月,臺北市,51.9,20.7,50.9,2.85,0.61,23.08,61.92
103年 4月,新北市,57,25.5,48.5,3.39,0.5,17.62,63.91
103年 4月,總計,69.3,28.4,59.7,3.63,0.46,15.39,67.49
103年 3月,連江縣,    ...,38.5,66.2,3.9,0.39,8.68,64.61
103年 3月,金門縣,61.9,37,78.6,5.11,0.43,13.95,54.78
103年 3月,嘉義市,79.2,48.8,86.4,3.74,0.53,17.37,58.61
103年 3月,新竹市,88.3,34,57.6,3.3,0.54,19.74,57.54
103年 3月,基隆市,40.6,21.5,35.5,2.86,0.44,14.15,59.54
103年 3月,澎湖縣,81.2,26,50.4,2.01,0.32,5.28,61.32
103年 3月,花蓮縣,54.5,17.7,38.2,1.61,0.47,11.74,45.13
103年 3月,臺東縣,93,13.6,31.4,1.52,0.41,5.96,48.17
103年 3月,屏東縣,150.3,30.3,68.5,2.97,0.39,10.65,69.43
103年 3月,嘉義縣,75.6,44.6,95,3.49,0.42,12.81,63.68
103年 3月,雲林縣,86.5,49.6,78.7,3.7,0.45,14.9,58.28
103年 3月,南投縣,71.7,44.3,83,2.87,0.51,18.73,61.34
103年 3月,彰化縣,66.9,43.6,77.5,4.2,0.47,15.39,59.26
103年 3月,苗栗縣,91.7,34.9,57.1,2.67,0.44,15.35,54.88
103年 3月,新竹縣,99.2,31.2,52.8,2.85,0.42,15.04,58.48
103年 3月,宜蘭縣,65.4,18.1,43.7,1.9,0.37,10.75,50.45
103年 3月,高雄市,100.3,43.7,82.2,5.74,0.51,20.06,69.8
103年 3月,臺南市,89.5,42.2,90.4,3.95,0.48,16.68,65.88
103年 3月,臺中市,65.5,38.8,72,3.68,0.55,20.27,56.61
103年 3月,桃園市,85,28.3,65.1,4.81,0.51,20.21,55.66
103年 3月,臺北市,23.2,22.5,56.5,3.05,0.66,26.33,52.13
103年 3月,新北市,62.9,27.3,52.4,3.61,0.54,19.72,56.23
103年 3月,總計,73.3,33.3,67,3.72,0.5,17.55,59.42
103年 2月,連江縣,    ...,17.4,39.8,2.58,0.33,5.3,49.37
103年 2月,金門縣,41.8,29.1,58,3.43,0.41,10.23,44.86
103年 2月,嘉義市,64.5,44.1,71.6,3.36,0.51,18.02,52.05
103年 2月,新竹市,36.1,24.2,44.6,3.36,0.49,18.71,47.54
103年 2月,基隆市,30.4,13.6,23.5,2.35,0.43,13.94,46.22
103年 2月,澎湖縣,55.3,16,38.5,1.29,0.29,4.19,49.96
103年 2月,花蓮縣,24.2,8.5,21.7,1.6,0.44,11.55,38.25
